country,country_code,city,latitude,longitude,geo_point
Italy,IT,Grantorto,45.5992,11.7311,"{'type': 'point', 'coordinates': [45.5992, 11.7311]}"
Italy,IT,Pergine Valsugana,46.065,11.237,"{'type': 'point', 'coordinates': [46.065, 11.237]}"
Italy,IT,Poirino,44.9194,7.8482,"{'type': 'point', 'coordinates': [44.9194, 7.8482]}"
Italy,IT,Casalincontrada,42.2898,14.1338,"{'type': 'point', 'coordinates': [42.2898, 14.1338]}"
Italy,IT,Settala,45.4549,9.39276,"{'type': 'point', 'coordinates': [45.4549, 9.39276]}"
Italy,IT,Cerchiaia,43.2931,11.3377,"{'type': 'point', 'coordinates': [43.2931, 11.3377]}"
Italy,IT,Montefelcino,43.7102,12.8472,"{'type': 'point', 'coordinates': [43.7102, 12.8472]}"
Italy,IT,Barlassina,45.6497,9.1186,"{'type': 'point', 'coordinates': [45.6497, 9.1186]}"
Italy,IT,Telese,41.2164,14.5269,"{'type': 'point', 'coordinates': [41.2164, 14.5269]}"
Italy,IT,Pedace,39.2748,16.3389,"{'type': 'point', 'coordinates': [39.2748, 16.3389]}"
Italy,IT,Ciano d'Enza,44.5978,10.4098,"{'type': 'point', 'coordinates': [44.5978, 10.4098]}"
Italy,IT,Spinetoli,42.889,13.7727,"{'type': 'point', 'coordinates': [42.889, 13.7727]}"
Italy,IT,Cazzago San Martino,45.6108,10.0172,"{'type': 'point', 'coordinates': [45.6108, 10.0172]}"
Italy,IT,Belforte all'Isauro,43.7171,12.3772,"{'type': 'point', 'coordinates': [43.7171, 12.3772]}"
Italy,IT,Di Mezzo,45.5143,11.3009,"{'type': 'point', 'coordinates': [45.5143, 11.3009]}"
Italy,IT,Sinalunga,43.2123,11.7365,"{'type': 'point', 'coordinates': [43.2123, 11.7365]}"
Italy,IT,Piattoni-Villa Sant'Antonio,42.8599,13.7019,"{'type': 'point', 'coordinates': [42.8599, 13.7019]}"
Italy,IT,Potenza Picena,43.3674,13.6234,"{'type': 'point', 'coordinates': [43.3674, 13.6234]}"
Italy,IT,Campoli del Monte Taburno,41.1309,14.6472,"{'type': 'point', 'coordinates': [41.1309, 14.6472]}"
Italy,IT,Volta,45.675,9.37701,"{'type': 'point', 'coordinates': [45.675, 9.37701]}"
Italy,IT,Casteldaccia,38.0537,13.5297,"{'type': 'point', 'coordinates': [38.0537, 13.5297]}"
Italy,IT,Supersano,40.0204,18.2291,"{'type': 'point', 'coordinates': [40.0204, 18.2291]}"
Italy,IT,Guagnano,40.4012,17.9514,"{'type': 'point', 'coordinates': [40.4012, 17.9514]}"
Italy,IT,San Marino,43.7012,12.681,"{'type': 'point', 'coordinates': [43.7012, 12.681]}"
Italy,IT,Nervesa della Battaglia,45.8067,12.1811,"{'type': 'point', 'coordinates': [45.8067, 12.1811]}"
Italy,IT,Manoppello,42.2576,14.0612,"{'type': 'point', 'coordinates': [42.2576, 14.0612]}"
Italy,IT,Villa d'Agri,40.3543,15.8277,"{'type': 'point', 'coordinates': [40.3543, 15.8277]}"
Spain,ES,Sant Pere Molanta,41.348,1.74005,"{'type': 'point', 'coordinates': [41.348, 1.74005]}"
Spain,ES,Tiana,41.482,2.26702,"{'type': 'point', 'coordinates': [41.482, 2.26702]}"
Spain,ES,Cájar,37.1338,-3.57274,"{'type': 'point', 'coordinates': [37.1338, -3.57274]}"
Spain,ES,Cruce de Arinaga,27.8766,-15.428,"{'type': 'point', 'coordinates': [27.8766, -15.428]}"
Spain,ES,Tijarafe,28.7,-17.95,"{'type': 'point', 'coordinates': [28.7, -17.95]}"
Spain,ES,Alfara del Patriarca,39.55,-0.38333,"{'type': 'point', 'coordinates': [39.55, -0.38333]}"
Spain,ES,Cobisa,39.8042,-4.02528,"{'type': 'point', 'coordinates': [39.8042, -4.02528]}"
Spain,ES,A Guarda,41.9013,-8.87423,"{'type': 'point', 'coordinates': [41.9013, -8.87423]}"
Spain,ES,Buitrago del Lozoya,40.9909,-3.63365,"{'type': 'point', 'coordinates': [40.9909, -3.63365]}"
Spain,ES,Castillo de Locubín,37.5286,-3.9422,"{'type': 'point', 'coordinates': [37.5286, -3.9422]}"
Spain,ES,Algemesí,39.1904,-0.43572,"{'type': 'point', 'coordinates': [39.1904, -0.43572]}"
Spain,ES,Villarrasa,37.3885,-6.60641,"{'type': 'point', 'coordinates': [37.3885, -6.60641]}"
Spain,ES,Peñaranda de Bracamonte,40.9011,-5.20026,"{'type': 'point', 'coordinates': [40.9011, -5.20026]}"
Spain,ES,Alaró,39.7044,2.79181,"{'type': 'point', 'coordinates': [39.7044, 2.79181]}"
Spain,ES,Arnedo,42.228,-2.10083,"{'type': 'point', 'coordinates': [42.228, -2.10083]}"
Spain,ES,Cigales,41.7578,-4.69848,"{'type': 'point', 'coordinates': [41.7578, -4.69848]}"
Spain,ES,Las Gabias,37.1355,-3.67029,"{'type': 'point', 'coordinates': [37.1355, -3.67029]}"
Spain,ES,Foz,43.5692,-7.25441,"{'type': 'point', 'coordinates': [43.5692, -7.25441]}"
Spain,ES,Tafalla,42.5269,-1.67446,"{'type': 'point', 'coordinates': [42.5269, -1.67446]}"
Spain,ES,Nájera,42.4182,-2.72865,"{'type': 'point', 'coordinates': [42.4182, -2.72865]}"
Spain,ES,La Puebla de Montalbán,39.863,-4.35917,"{'type': 'point', 'coordinates': [39.863, -4.35917]}"
Spain,ES,Abades,40.9165,-4.26937,"{'type': 'point', 'coordinates': [40.9165, -4.26937]}"
Spain,ES,Mancha Real,37.7863,-3.61226,"{'type': 'point', 'coordinates': [37.7863, -3.61226]}"
Spain,ES,els Poblets,38.8538,0.02103,"{'type': 'point', 'coordinates': [38.8538, 0.02103]}"
Spain,ES,Velez Blanco,37.6918,-2.09587,"{'type': 'point', 'coordinates': [37.6918, -2.09587]}"
Spain,ES,Villanueva de la Jara,39.4333,-1.93333,"{'type': 'point', 'coordinates': [39.4333, -1.93333]}"
Spain,ES,Ribeira,42.7381,-8.44106,"{'type': 'point', 'coordinates': [42.7381, -8.44106]}"
Spain,ES,Ingenio,27.9186,-15.4343,"{'type': 'point', 'coordinates': [27.9186, -15.4343]}"
Spain,ES,Barx,39.0167,-0.3,"{'type': 'point', 'coordinates': [39.0167, -0.3]}"
Spain,ES,Santa Coloma de Cervelló,41.3674,2.01426,"{'type': 'point', 'coordinates': [41.3674, 2.01426]}"
France,FR,Sierentz,47.6583,7.45387,"{'type': 'point', 'coordinates': [47.6583, 7.45387]}"
France,FR,Guichainville,49.0014,1.19305,"{'type': 'point', 'coordinates': [49.0014, 1.19305]}"
France,FR,Bonneval,48.1831,1.38524,"{'type': 'point', 'coordinates': [48.1831, 1.38524]}"
France,FR,Valframbert,48.4646,0.10828,"{'type': 'point', 'coordinates': [48.4646, 0.10828]}"
France,FR,Genas,45.7313,5.00211,"{'type': 'point', 'coordinates': [45.7313, 5.00211]}"
Czech Republic,CZ,Sedlec,49.9639,15.2885,"{'type': 'point', 'coordinates': [49.9639, 15.2885]}"
Czech Republic,CZ,Rebešovice,49.1051,16.6352,"{'type': 'point', 'coordinates': [49.1051, 16.6352]}"
Czech Republic,CZ,Luhačovice,49.0998,17.7575,"{'type': 'point', 'coordinates': [49.0998, 17.7575]}"
Czech Republic,CZ,Buštěhrad,50.1559,14.189,"{'type': 'point', 'coordinates': [50.1559, 14.189]}"
Czech Republic,CZ,Šestajovice,50.1085,14.6801,"{'type': 'point', 'coordinates': [50.1085, 14.6801]}"
Czech Republic,CZ,Brantice,50.0635,17.6291,"{'type': 'point', 'coordinates': [50.0635, 17.6291]}"
Czech Republic,CZ,Morávka,49.5961,18.5247,"{'type': 'point', 'coordinates': [49.5961, 18.5247]}"
Czech Republic,CZ,Rohov,50.0156,18.0714,"{'type': 'point', 'coordinates': [50.0156, 18.0714]}"
Czech Republic,CZ,Petrovice u Karviné,49.8959,18.5478,"{'type': 'point', 'coordinates': [49.8959, 18.5478]}"
Czech Republic,CZ,Klobouky,48.9961,16.863,"{'type': 'point', 'coordinates': [48.9961, 16.863]}"
Czech Republic,CZ,Šlapanice,49.1686,16.7273,"{'type': 'point', 'coordinates': [49.1686, 16.7273]}"
Czech Republic,CZ,Kobylnice,49.138,16.7318,"{'type': 'point', 'coordinates': [49.138, 16.7318]}"
Czech Republic,CZ,Lovčičky,49.0679,16.8502,"{'type': 'point', 'coordinates': [49.0679, 16.8502]}"
Czech Republic,CZ,Višňové,48.9824,16.1502,"{'type': 'point', 'coordinates': [48.9824, 16.1502]}"
Czech Republic,CZ,Silůvky,49.106,16.4679,"{'type': 'point', 'coordinates': [49.106, 16.4679]}"
Czech Republic,CZ,Moutnice,49.0492,16.7374,"{'type': 'point', 'coordinates': [49.0492, 16.7374]}"
Czech Republic,CZ,Dolní Dunajovice,48.8545,16.5928,"{'type': 'point', 'coordinates': [48.8545, 16.5928]}"
Czech Republic,CZ,Vrbno pod Pradědem,50.1209,17.3832,"{'type': 'point', 'coordinates': [50.1209, 17.3832]}"
Czech Republic,CZ,Dolní Lutyně,49.8988,18.4282,"{'type': 'point', 'coordinates': [49.8988, 18.4282]}"
Czech Republic,CZ,Karlovice,50.1056,17.4456,"{'type': 'point', 'coordinates': [50.1056, 17.4456]}"
Czech Republic,CZ,Kozmice,49.9128,18.1558,"{'type': 'point', 'coordinates': [49.9128, 18.1558]}"
Czech Republic,CZ,Mýto,49.789,13.7346,"{'type': 'point', 'coordinates': [49.789, 13.7346]}"
Czech Republic,CZ,Jeneč,50.0873,14.2148,"{'type': 'point', 'coordinates': [50.0873, 14.2148]}"
Czech Republic,CZ,Varnsdorf,50.9092,14.6219,"{'type': 'point', 'coordinates': [50.9092, 14.6219]}"
Czech Republic,CZ,Karlovy Vary (Dvory),50.2185,12.824,"{'type': 'point', 'coordinates': [50.2185, 12.824]}"
Czech Republic,CZ,Ostrava (Vítkovice),49.808,18.2523,"{'type': 'point', 'coordinates': [49.808, 18.2523]}"
Finland,FI,Liperi,62.5333,29.3667,"{'type': 'point', 'coordinates': [62.5333, 29.3667]}"
Finland,FI,Töysä,62.628,23.8183,"{'type': 'point', 'coordinates': [62.628, 23.8183]}"
Finland,FI,Karhula,60.5216,26.9312,"{'type': 'point', 'coordinates': [60.5216, 26.9312]}"
Finland,FI,Valkeakoski,61.2642,24.0312,"{'type': 'point', 'coordinates': [61.2642, 24.0312]}"
Spain,ES,Deba,43.2957,-2.35213,"{'type': 'point', 'coordinates': [43.2957, -2.35213]}"
Spain,ES,Eibar,43.1849,-2.47158,"{'type': 'point', 'coordinates': [43.1849, -2.47158]}"
Spain,ES,Markina-Xemein,43.2667,-2.5,"{'type': 'point', 'coordinates': [43.2667, -2.5]}"
Switzerland,CH,Semsales,46.5691,6.91699,"{'type': 'point', 'coordinates': [46.5691, 6.91699]}"
Czech Republic,CZ,Chropyně,49.3564,17.3645,"{'type': 'point', 'coordinates': [49.3564, 17.3645]}"
Czech Republic,CZ,Nový Hrozenkov,49.337,18.1979,"{'type': 'point', 'coordinates': [49.337, 18.1979]}"
Germany,DE,Biebergemünd (Roßbach),50.1597,9.29624,"{'type': 'point', 'coordinates': [50.1597, 9.29624]}"
Czech Republic,CZ,Senice na Hané,49.624,17.0858,"{'type': 'point', 'coordinates': [49.624, 17.0858]}"
Czech Republic,CZ,Litovel,49.7012,17.0762,"{'type': 'point', 'coordinates': [49.7012, 17.0762]}"
Czech Republic,CZ,Záříčí,49.3826,17.3528,"{'type': 'point', 'coordinates': [49.3826, 17.3528]}"
Russian Federation,RU,Shchyokino,54.0051,37.5219,"{'type': 'point', 'coordinates': [54.0051, 37.5219]}"
Italy,IT,Le Lame-Area Industriale,41.6324,13.2697,"{'type': 'point', 'coordinates': [41.6324, 13.2697]}"
Italy,IT,Molteno,45.7782,9.30836,"{'type': 'point', 'coordinates': [45.7782, 9.30836]}"
France,FR,Haucourt,49.4898,5.80361,"{'type': 'point', 'coordinates': [49.4898, 5.80361]}"
Russian Federation,RU,Maslovka,51.5502,39.2447,"{'type': 'point', 'coordinates': [51.5502, 39.2447]}"
Russian Federation,RU,Khabarovsk (Zheleznodorozhnyy Rayon),48.5193,135.156,"{'type': 'point', 'coordinates': [48.5193, 135.156]}"
Germany,DE,Todtmoos,47.7401,8.00183,"{'type': 'point', 'coordinates': [47.7401, 8.00183]}"
Germany,DE,Ettlingen (Ettlingenweier),48.9223,8.3743,"{'type': 'point', 'coordinates': [48.9223, 8.3743]}"
Germany,DE,Pfronten,47.5822,10.5496,"{'type': 'point', 'coordinates': [47.5822, 10.5496]}"
Italy,IT,Caldarola,43.1428,13.2237,"{'type': 'point', 'coordinates': [43.1428, 13.2237]}"
Spain,ES,El Viso del Alcor,37.3911,-5.71993,"{'type': 'point', 'coordinates': [37.3911, -5.71993]}"
Russian Federation,RU,Trëkhgornyy,54.8176,58.4455,"{'type': 'point', 'coordinates': [54.8176, 58.4455]}"
Italy,IT,Bastia,44.0576,8.1722,"{'type': 'point', 'coordinates': [44.0576, 8.1722]}"
Italy,IT,Leverano,40.2885,17.9965,"{'type': 'point', 'coordinates': [40.2885, 17.9965]}"
Germany,DE,Sankt Wendel,49.4686,7.14413,"{'type': 'point', 'coordinates': [49.4686, 7.14413]}"
Germany,DE,Hanover (Linden-Süd),52.3616,9.71587,"{'type': 'point', 'coordinates': [52.3616, 9.71587]}"
Poland,PL,Gdansk (Matarnia),54.3808,18.4763,"{'type': 'point', 'coordinates': [54.3808, 18.4763]}"
Russian Federation,RU,Talnakh,69.4865,88.3972,"{'type': 'point', 'coordinates': [69.4865, 88.3972]}"
Russian Federation,RU,Dudinka,69.4058,86.1778,"{'type': 'point', 'coordinates': [69.4058, 86.1778]}"
Switzerland,CH,Liebefeld,46.9314,7.41868,"{'type': 'point', 'coordinates': [46.9314, 7.41868]}"
Germany,DE,Telgte (Vadrup),51.9879,7.7751,"{'type': 'point', 'coordinates': [51.9879, 7.7751]}"
Netherlands,NL,Breda (Breda Noord),51.6036,4.77078,"{'type': 'point', 'coordinates': [51.6036, 4.77078]}"
Germany,DE,Spalt,49.2014,10.8727,"{'type': 'point', 'coordinates': [49.2014, 10.8727]}"
Germany,DE,Bornheim (Roisdorf),50.7506,7.01448,"{'type': 'point', 'coordinates': [50.7506, 7.01448]}"
Romania,RO,Tulgheş,46.9596,25.7606,"{'type': 'point', 'coordinates': [46.9596, 25.7606]}"
Romania,RO,Sadu,45.6696,24.1791,"{'type': 'point', 'coordinates': [45.6696, 24.1791]}"
Romania,RO,Brasov (Centrul Nou),45.6578,25.6049,"{'type': 'point', 'coordinates': [45.6578, 25.6049]}"
Romania,RO,Iohanisfeld,45.5668,20.8634,"{'type': 'point', 'coordinates': [45.5668, 20.8634]}"
Romania,RO,Cluj-Napoca (Gheorghieni),46.7622,23.615,"{'type': 'point', 'coordinates': [46.7622, 23.615]}"
Romania,RO,Rovinari,44.8974,23.1578,"{'type': 'point', 'coordinates': [44.8974, 23.1578]}"
Romania,RO,Ciumani,46.6793,25.5179,"{'type': 'point', 'coordinates': [46.6793, 25.5179]}"
Romania,RO,Baldovinești,45.3218,27.9111,"{'type': 'point', 'coordinates': [45.3218, 27.9111]}"
Romania,RO,Româna,44.3999,24.1026,"{'type': 'point', 'coordinates': [44.3999, 24.1026]}"
Romania,RO,Curtici,46.35,21.3,"{'type': 'point', 'coordinates': [46.35, 21.3]}"
Romania,RO,Zlatna,46.116,23.2246,"{'type': 'point', 'coordinates': [46.116, 23.2246]}"
Romania,RO,Valea Râmnicului,45.3639,27.042,"{'type': 'point', 'coordinates': [45.3639, 27.042]}"
Poland,PL,Dębogóra,53.0421,17.5023,"{'type': 'point', 'coordinates': [53.0421, 17.5023]}"
Poland,PL,Gmina Kije,50.5964,20.605,"{'type': 'point', 'coordinates': [50.5964, 20.605]}"
Finland,FI,Masku,60.5706,22.0977,"{'type': 'point', 'coordinates': [60.5706, 22.0977]}"
Czech Republic,CZ,Turnov,50.5836,15.1519,"{'type': 'point', 'coordinates': [50.5836, 15.1519]}"
Czech Republic,CZ,Ohrazenice,50.5976,15.126,"{'type': 'point', 'coordinates': [50.5976, 15.126]}"
Czech Republic,CZ,Mnichovice,49.9319,14.7147,"{'type': 'point', 'coordinates': [49.9319, 14.7147]}"
Czech Republic,CZ,Hradec Králové (Plácky),50.2335,15.8223,"{'type': 'point', 'coordinates': [50.2335, 15.8223]}"
Finland,FI,Korsholm,63.1142,21.6822,"{'type': 'point', 'coordinates': [63.1142, 21.6822]}"
Finland,FI,Sandsund,63.6476,22.7298,"{'type': 'point', 'coordinates': [63.6476, 22.7298]}"
Russian Federation,RU,Sorochinsk,52.4338,53.1583,"{'type': 'point', 'coordinates': [52.4338, 53.1583]}"
Russian Federation,RU,Garbolovo,60.3413,30.4955,"{'type': 'point', 'coordinates': [60.3413, 30.4955]}"
Netherlands,NL,Ven,51.64,5.55,"{'type': 'point', 'coordinates': [51.64, 5.55]}"
Netherlands,NL,Tzum,53.159,5.56277,"{'type': 'point', 'coordinates': [53.159, 5.56277]}"
Netherlands,NL,Goutum,53.1773,5.8037,"{'type': 'point', 'coordinates': [53.1773, 5.8037]}"
Netherlands,NL,Berg,51.0042,5.77083,"{'type': 'point', 'coordinates': [51.0042, 5.77083]}"
Netherlands,NL,Glimmen,53.1392,6.62917,"{'type': 'point', 'coordinates': [53.1392, 6.62917]}"
Netherlands,NL,Catsop,50.9392,5.76667,"{'type': 'point', 'coordinates': [50.9392, 5.76667]}"
Netherlands,NL,Ingen,51.9592,5.48472,"{'type': 'point', 'coordinates': [51.9592, 5.48472]}"
Netherlands,NL,Odiliapeel,51.6433,5.70556,"{'type': 'point', 'coordinates': [51.6433, 5.70556]}"
Netherlands,NL,Heerjansdam,51.8358,4.56389,"{'type': 'point', 'coordinates': [51.8358, 4.56389]}"
Netherlands,NL,Hommerts,52.9803,5.64963,"{'type': 'point', 'coordinates': [52.9803, 5.64963]}"
Netherlands,NL,Koningslust,51.3575,5.99306,"{'type': 'point', 'coordinates': [51.3575, 5.99306]}"
Netherlands,NL,Kantens,53.3658,6.63472,"{'type': 'point', 'coordinates': [53.3658, 6.63472]}"
Netherlands,NL,Giessendam,51.8326,4.83583,"{'type': 'point', 'coordinates': [51.8326, 4.83583]}"
Netherlands,NL,Hattem,52.475,6.06389,"{'type': 'point', 'coordinates': [52.475, 6.06389]}"
Netherlands,NL,Echtenerbrug,52.8714,5.82147,"{'type': 'point', 'coordinates': [52.8714, 5.82147]}"
Netherlands,NL,Merkelbeek,50.9539,5.94069,"{'type': 'point', 'coordinates': [50.9539, 5.94069]}"
Netherlands,NL,Vaals,50.7708,6.01806,"{'type': 'point', 'coordinates': [50.7708, 6.01806]}"
Netherlands,NL,Leuken,51.2529,5.7346,"{'type': 'point', 'coordinates': [51.2529, 5.7346]}"
Netherlands,NL,Everdingen,51.965,5.15556,"{'type': 'point', 'coordinates': [51.965, 5.15556]}"
Netherlands,NL,Heeze,51.3828,5.57145,"{'type': 'point', 'coordinates': [51.3828, 5.57145]}"
Netherlands,NL,Macharen,51.8058,5.54444,"{'type': 'point', 'coordinates': [51.8058, 5.54444]}"
Netherlands,NL,Voorst,52.17,6.14167,"{'type': 'point', 'coordinates': [52.17, 6.14167]}"
Netherlands,NL,Broekhuizenvorst,51.495,6.15694,"{'type': 'point', 'coordinates': [51.495, 6.15694]}"
Netherlands,NL,Nijemirdum,52.8564,5.56844,"{'type': 'point', 'coordinates': [52.8564, 5.56844]}"
Netherlands,NL,Medemblik,52.7717,5.10556,"{'type': 'point', 'coordinates': [52.7717, 5.10556]}"
Netherlands,NL,Eijsden,50.78,5.7177,"{'type': 'point', 'coordinates': [50.78, 5.7177]}"
Netherlands,NL,Sint Annaparochie,53.2762,5.65727,"{'type': 'point', 'coordinates': [53.2762, 5.65727]}"
Netherlands,NL,Hei- en Boeicop,51.9446,5.082,"{'type': 'point', 'coordinates': [51.9446, 5.082]}"
Netherlands,NL,Scherpenzeel,52.08,5.48889,"{'type': 'point', 'coordinates': [52.08, 5.48889]}"
Netherlands,NL,Damwâld,53.2905,5.99785,"{'type': 'point', 'coordinates': [53.2905, 5.99785]}"
Netherlands,NL,Egmond-Binnen,52.5958,4.65556,"{'type': 'point', 'coordinates': [52.5958, 4.65556]}"
Netherlands,NL,Haaren,51.6025,5.22222,"{'type': 'point', 'coordinates': [51.6025, 5.22222]}"
Netherlands,NL,Roodeschool,53.4208,6.76667,"{'type': 'point', 'coordinates': [53.4208, 6.76667]}"
Netherlands,NL,Aarle-Rixtel,51.5098,5.63839,"{'type': 'point', 'coordinates': [51.5098, 5.63839]}"
Netherlands,NL,Stokkum,51.8775,6.22083,"{'type': 'point', 'coordinates': [51.8775, 6.22083]}"
Netherlands,NL,Balk,52.8976,5.57964,"{'type': 'point', 'coordinates': [52.8976, 5.57964]}"
Netherlands,NL,Boskant,51.55,5.42083,"{'type': 'point', 'coordinates': [51.55, 5.42083]}"
Netherlands,NL,Lottum,51.4617,6.16111,"{'type': 'point', 'coordinates': [51.4617, 6.16111]}"
Netherlands,NL,Nieuw-Balinge,52.7667,6.60694,"{'type': 'point', 'coordinates': [52.7667, 6.60694]}"
Netherlands,NL,Wijlre,50.8333,5.89583,"{'type': 'point', 'coordinates': [50.8333, 5.89583]}"
Netherlands,NL,Havelte,52.7694,6.24015,"{'type': 'point', 'coordinates': [52.7694, 6.24015]}"
Spain,ES,Olloniego,43.2988,-5.82357,"{'type': 'point', 'coordinates': [43.2988, -5.82357]}"
Germany,DE,Hamburg (Hammerbrook),53.5478,10.0433,"{'type': 'point', 'coordinates': [53.5478, 10.0433]}"
Netherlands,NL,Amsterdam-Duivendrecht,52.3148,4.93571,"{'type': 'point', 'coordinates': [52.3148, 4.93571]}"
Russian Federation,RU,Selyatino,55.5151,36.9775,"{'type': 'point', 'coordinates': [55.5151, 36.9775]}"
Germany,DE,Neuss (Furth-Mitte),51.2018,6.68655,"{'type': 'point', 'coordinates': [51.2018, 6.68655]}"
Germany,DE,Mönchengladbach (Odenkirchen),51.1277,6.44248,"{'type': 'point', 'coordinates': [51.1277, 6.44248]}"
Netherlands,NL,Apeldoorn (Apeldoorn Noord-Oost),52.2314,5.99385,"{'type': 'point', 'coordinates': [52.2314, 5.99385]}"
Netherlands,NL,Bergen,52.6662,4.71379,"{'type': 'point', 'coordinates': [52.6662, 4.71379]}"
Czech Republic,CZ,Bavorov,49.1218,14.0789,"{'type': 'point', 'coordinates': [49.1218, 14.0789]}"
Czech Republic,CZ,Panenské Břežany,50.2138,14.4401,"{'type': 'point', 'coordinates': [50.2138, 14.4401]}"
Czech Republic,CZ,Dukovany,49.0812,16.1922,"{'type': 'point', 'coordinates': [49.0812, 16.1922]}"
Czech Republic,CZ,Huntířov,50.7894,14.3034,"{'type': 'point', 'coordinates': [50.7894, 14.3034]}"
Czech Republic,CZ,Špindlerův Mlýn,50.7262,15.6094,"{'type': 'point', 'coordinates': [50.7262, 15.6094]}"
Czech Republic,CZ,Růžďka,49.394,17.9956,"{'type': 'point', 'coordinates': [49.394, 17.9956]}"
Czech Republic,CZ,Vyšní Lhoty,49.6358,18.4569,"{'type': 'point', 'coordinates': [49.6358, 18.4569]}"
Czech Republic,CZ,Vítkov,49.7744,17.7494,"{'type': 'point', 'coordinates': [49.7744, 17.7494]}"
Czech Republic,CZ,Kamenice nad Lipou,49.303,15.0752,"{'type': 'point', 'coordinates': [49.303, 15.0752]}"
Czech Republic,CZ,Pavlovice u Přerova,49.4694,17.5477,"{'type': 'point', 'coordinates': [49.4694, 17.5477]}"
Czech Republic,CZ,Vracov,48.9752,17.211,"{'type': 'point', 'coordinates': [48.9752, 17.211]}"
Czech Republic,CZ,Radkov,49.8255,17.7701,"{'type': 'point', 'coordinates': [49.8255, 17.7701]}"
Czech Republic,CZ,Česká Třebová,49.9,16.4514,"{'type': 'point', 'coordinates': [49.9, 16.4514]}"
Czech Republic,CZ,Kovalovice,49.2046,16.819,"{'type': 'point', 'coordinates': [49.2046, 16.819]}"
Czech Republic,CZ,Chvaleč,50.5959,16.0393,"{'type': 'point', 'coordinates': [50.5959, 16.0393]}"
Czech Republic,CZ,Otaslavice,49.3883,17.0711,"{'type': 'point', 'coordinates': [49.3883, 17.0711]}"
Czech Republic,CZ,Kraslice,50.3237,12.5175,"{'type': 'point', 'coordinates': [50.3237, 12.5175]}"
Czech Republic,CZ,Nový Hrádek,50.3573,16.2444,"{'type': 'point', 'coordinates': [50.3573, 16.2444]}"
Czech Republic,CZ,Biskupice,49.0831,17.7104,"{'type': 'point', 'coordinates': [49.0831, 17.7104]}"
Czech Republic,CZ,Lužná,49.2398,18.0196,"{'type': 'point', 'coordinates': [49.2398, 18.0196]}"
Czech Republic,CZ,Kostelec nad Labem,50.2265,14.5855,"{'type': 'point', 'coordinates': [50.2265, 14.5855]}"
Czech Republic,CZ,Nížkov,49.5326,15.8058,"{'type': 'point', 'coordinates': [49.5326, 15.8058]}"
Czech Republic,CZ,Červený Kostelec,50.4763,16.0929,"{'type': 'point', 'coordinates': [50.4763, 16.0929]}"
Czech Republic,CZ,Dolní Radechová,50.4383,16.1512,"{'type': 'point', 'coordinates': [50.4383, 16.1512]}"
Czech Republic,CZ,Zbůch,49.6784,13.2256,"{'type': 'point', 'coordinates': [49.6784, 13.2256]}"
Czech Republic,CZ,Kořenov,50.7593,15.3653,"{'type': 'point', 'coordinates': [50.7593, 15.3653]}"
Czech Republic,CZ,Moravský Beroun,49.7937,17.4421,"{'type': 'point', 'coordinates': [49.7937, 17.4421]}"
Czech Republic,CZ,Štarnov,49.6861,17.2726,"{'type': 'point', 'coordinates': [49.6861, 17.2726]}"
Czech Republic,CZ,Sternberk,49.7304,17.2989,"{'type': 'point', 'coordinates': [49.7304, 17.2989]}"
Czech Republic,CZ,Sedlice,48.774,14.3912,"{'type': 'point', 'coordinates': [48.774, 14.3912]}"
Czech Republic,CZ,Vranov,49.3093,16.6138,"{'type': 'point', 'coordinates': [49.3093, 16.6138]}"
Czech Republic,CZ,Nový Malín,49.9426,17.0319,"{'type': 'point', 'coordinates': [49.9426, 17.0319]}"
Czech Republic,CZ,Loštice,49.7447,16.9289,"{'type': 'point', 'coordinates': [49.7447, 16.9289]}"
France,FR,Farges,46.1669,5.90463,"{'type': 'point', 'coordinates': [46.1669, 5.90463]}"
France,FR,Chanay,46.0054,5.78451,"{'type': 'point', 'coordinates': [46.0054, 5.78451]}"
France,FR,Eschau,48.489,7.71644,"{'type': 'point', 'coordinates': [48.489, 7.71644]}"
France,FR,Benfeld,48.3706,7.5937,"{'type': 'point', 'coordinates': [48.3706, 7.5937]}"
Russian Federation,RU,Krasnoslobodsk,48.7071,44.577,"{'type': 'point', 'coordinates': [48.7071, 44.577]}"
Russian Federation,RU,Novonikolayevskiy,50.9738,42.3649,"{'type': 'point', 'coordinates': [50.9738, 42.3649]}"
Russian Federation,RU,Malye Derbety,47.6439,45.3964,"{'type': 'point', 'coordinates': [47.6439, 45.3964]}"
Russian Federation,RU,Kopanskaya,46.2787,38.4799,"{'type': 'point', 'coordinates': [46.2787, 38.4799]}"
Russian Federation,RU,Uryupinsk,50.8047,42.0138,"{'type': 'point', 'coordinates': [50.8047, 42.0138]}"
Russian Federation,RU,Chegem Vtoroy,43.5958,43.5994,"{'type': 'point', 'coordinates': [43.5958, 43.5994]}"
Russian Federation,RU,Kumylzhenskaya,49.8809,42.5898,"{'type': 'point', 'coordinates': [49.8809, 42.5898]}"
Russian Federation,RU,Estosadok,43.6764,40.2666,"{'type': 'point', 'coordinates': [43.6764, 40.2666]}"
Russian Federation,RU,Akhtanizovskaya,45.3213,37.1007,"{'type': 'point', 'coordinates': [45.3213, 37.1007]}"
Germany,DE,Hamburg (Rahlstedt),53.6275,10.1443,"{'type': 'point', 'coordinates': [53.6275, 10.1443]}"
